short_name,player_positions,value_eur,overall,potential,age,international_reputation,preferred_foot,weak_foot,skill_moves,height_cm,weight_kg,pace,shooting,passing,dribbling,defending,physic
R. Eguez,ST,325000.0,55,72,19,1,Right,3,2,177,70,62.0,54.0,44.0,55.0,17.0,47.0
P. Charles,GK,275000.0,55,72,17,1,Right,3,1,185,78,,,,,,
J. Hjertø-Dahl,CM,325000.0,55,72,17,1,Right,2,2,193,80,52.0,47.0,51.0,53.0,49.0,57.0
B. Benitez,GK,300000.0,55,72,20,1,Right,1,1,195,75,,,,,,
N. Marec,GK,275000.0,55,72,18,1,Left,2,1,192,76,,,,,,
E. Uzun,CM,325000.0,55,72,18,1,Left,3,3,179,63,62.0,54.0,57.0,62.0,43.0,42.0
R. Bozinovski,"CDM, CM",300000.0,55,71,18,1,Right,3,2,173,68,78.0,43.0,50.0,60.0,49.0,56.0
C. Congreve,"CM, RW, LWB",325000.0,55,71,19,1,Left,3,2,180,70,64.0,49.0,53.0,65.0,40.0,51.0
B. Zeneli,LW,325000.0,55,71,20,1,Right,3,3,178,71,70.0,52.0,47.0,61.0,22.0,43.0
G. Mortensen,LWB,325000.0,55,71,19,1,Left,3,2,180,70,69.0,29.0,42.0,55.0,48.0,49.0
I. Cărăușu,"RW, ST",325000.0,55,71,17,1,Right,3,3,174,63,71.0,53.0,45.0,57.0,22.0,57.0
M. Rădulescu,RW,325000.0,55,71,17,1,Right,3,2,180,70,74.0,52.0,48.0,59.0,22.0,46.0
J. Vester,CM,325000.0,55,71,18,1,Right,3,2,182,70,71.0,40.0,52.0,62.0,51.0,52.0
M. Herrmann,CAM,325000.0,55,71,18,1,Right,3,2,180,70,68.0,48.0,52.0,60.0,31.0,33.0
C. Baker,"RB, LB",325000.0,55,71,19,1,Right,3,2,178,69,59.0,26.0,35.0,52.0,54.0,56.0
R. Călugăr,"LB, RM",300000.0,55,71,17,1,Right,3,3,175,78,74.0,41.0,47.0,52.0,46.0,54.0
K. Reitmaier,GK,300000.0,55,71,19,1,Right,2,1,197,86,,,,,,
J. Mendy,CB,300000.0,55,71,19,1,Right,2,2,185,78,69.0,26.0,33.0,37.0,54.0,63.0
R. Pedder,"CM, CAM",325000.0,55,71,20,1,Right,3,2,170,64,63.0,38.0,58.0,58.0,43.0,40.0
D. Nigg,"LW, LM",325000.0,55,71,18,1,Right,3,3,178,73,72.0,54.0,47.0,58.0,25.0,47.0
I. Olola,ST,325000.0,55,71,18,1,Right,2,2,185,78,63.0,54.0,38.0,57.0,22.0,63.0
N. De Queiroz,CB,275000.0,55,70,20,1,Right,3,2,182,77,66.0,24.0,32.0,41.0,54.0,64.0
J. Leake,"LB, LWB, CB",300000.0,55,70,20,1,Left,2,2,179,75,69.0,30.0,43.0,54.0,50.0,56.0
C. Gammelgaard,"RM, ST",300000.0,55,70,20,1,Left,3,2,185,74,74.0,51.0,50.0,57.0,36.0,50.0
O. Tipton,"CB, CDM",275000.0,55,70,19,1,Right,3,2,185,74,53.0,43.0,44.0,38.0,54.0,61.0
Cho Jae Hun,"LM, LW",300000.0,55,70,20,1,Right,3,3,178,65,66.0,46.0,48.0,60.0,23.0,37.0
J. Skau,CM,300000.0,55,70,20,1,Right,3,2,183,75,61.0,40.0,52.0,56.0,52.0,50.0
B. Khela,"CAM, CM",300000.0,55,70,18,1,Right,2,2,180,75,64.0,44.0,52.0,54.0,43.0,56.0
J. Warshawsky,GK,250000.0,55,70,18,1,Right,2,1,189,78,,,,,,
E. Viegbe,CDM,275000.0,55,70,19,1,Right,3,2,178,65,58.0,33.0,48.0,53.0,54.0,50.0
P. Klausen,GK,275000.0,55,70,20,1,Right,3,1,185,78,,,,,,
S. Mucha,"ST, RM",300000.0,55,70,19,1,Right,3,2,173,70,79.0,53.0,44.0,62.0,19.0,42.0
A. Karlin,CDM,300000.0,55,70,20,1,Right,3,2,178,71,59.0,40.0,50.0,62.0,48.0,54.0
K. Kamara,CM,275000.0,55,70,17,1,Left,3,2,174,70,62.0,44.0,55.0,56.0,54.0,48.0
Kwak Seung Min,ST,300000.0,55,70,18,1,Right,3,2,186,80,57.0,52.0,36.0,50.0,43.0,65.0
J. Rasen,"RW, LW",300000.0,55,70,18,1,Right,2,3,178,71,74.0,49.0,49.0,58.0,30.0,49.0
G. Guzmán,CB,300000.0,55,70,21,1,Right,2,2,186,77,59.0,22.0,32.0,36.0,56.0,66.0
A. Ødegård,CM,300000.0,55,70,19,1,Right,3,2,178,76,66.0,44.0,52.0,58.0,44.0,62.0
D. Verduin,GK,250000.0,55,70,19,1,Right,3,1,195,82,,,,,,
T. Zesiger,GK,250000.0,55,70,19,1,Right,2,1,185,80,,,,,,
M. Arrasco,CM,300000.0,55,70,19,1,Right,3,2,178,71,67.0,42.0,58.0,57.0,43.0,52.0
M. Farji,LW,300000.0,55,70,19,1,Right,3,2,184,78,69.0,51.0,52.0,56.0,32.0,58.0
D. van Oorschot,"ST, RW, LW",300000.0,55,70,17,1,Right,3,3,173,65,75.0,58.0,48.0,58.0,28.0,40.0
H. Mohammed,"RM, CAM",300000.0,55,70,18,1,Left,2,3,180,79,68.0,43.0,50.0,60.0,34.0,62.0
T. Aydın,CB,275000.0,55,70,17,1,Right,3,2,185,75,56.0,32.0,31.0,36.0,57.0,58.0
Ibon Ispizua,GK,275000.0,55,70,20,1,Right,3,1,185,75,,,,,,
D. Pérez,RM,300000.0,55,70,18,1,Right,3,2,181,75,63.0,47.0,52.0,55.0,31.0,51.0
C. Bos,RB,275000.0,55,70,18,1,Right,3,2,180,70,67.0,34.0,40.0,49.0,53.0,47.0
D. Grosu,"RB, CM",300000.0,55,69,21,1,Right,2,2,173,73,78.0,32.0,48.0,53.0,48.0,49.0
F. Ilie,ST,300000.0,55,69,20,1,Right,2,2,177,70,71.0,55.0,40.0,58.0,19.0,51.0
K. Toporkiewicz,ST,325000.0,55,69,21,1,Right,2,2,176,70,72.0,54.0,43.0,56.0,18.0,47.0
A. Santander,GK,275000.0,55,69,20,1,Right,3,1,178,75,,,,,,
H. Neville,RB,300000.0,55,69,21,1,Right,2,2,181,75,70.0,35.0,44.0,52.0,51.0,53.0
A. Gülstorff,GK,275000.0,55,69,20,1,Right,3,1,181,75,,,,,,
B. Craig,"CB, CDM",275000.0,55,69,19,1,Right,3,2,185,72,65.0,38.0,49.0,55.0,54.0,61.0
J. Makama,ST,300000.0,55,69,19,1,Right,3,2,195,89,66.0,55.0,38.0,52.0,26.0,67.0
N. Kukanda,LB,300000.0,55,69,20,1,Left,2,2,180,75,78.0,48.0,54.0,59.0,46.0,52.0
D. Angleberger,"CM, CDM",300000.0,55,69,20,1,Right,3,2,179,67,62.0,41.0,55.0,56.0,57.0,48.0
G. Tetteh,"RW, LW",300000.0,55,69,18,1,Right,3,2,175,68,67.0,51.0,48.0,56.0,35.0,42.0
F. Hellichius,CM,300000.0,55,69,19,1,Left,2,3,184,75,64.0,38.0,55.0,58.0,45.0,57.0
N. Norris,"CM, CDM",300000.0,55,69,18,1,Left,3,2,178,68,64.0,56.0,50.0,59.0,51.0,50.0
S. McMullan,GK,250000.0,55,69,18,1,Right,2,1,184,77,,,,,,
A. Wogan,GK,250000.0,55,69,17,1,Right,2,1,189,80,,,,,,
A. Rodríguez,"CM, CF",300000.0,55,69,19,1,Right,3,3,172,64,67.0,47.0,49.0,67.0,38.0,51.0
D. Candelo,CB,275000.0,55,69,19,1,Right,2,2,191,77,59.0,24.0,33.0,36.0,56.0,62.0
M. Ouédraogo,LWB,300000.0,55,69,20,1,Left,2,2,183,76,66.0,34.0,47.0,59.0,49.0,60.0
R. Zouaoui,"CAM, CM",300000.0,55,69,18,1,Right,3,2,181,68,69.0,47.0,52.0,61.0,32.0,52.0
J. Amadi,"RWB, CB",275000.0,55,69,19,1,Right,3,2,187,80,67.0,33.0,43.0,50.0,52.0,61.0
S. Kubovic,LW,300000.0,55,69,18,1,Right,3,2,182,77,67.0,47.0,48.0,59.0,28.0,51.0
L. Shipley,"CB, LB",275000.0,55,69,19,1,Left,3,2,186,79,61.0,27.0,36.0,41.0,55.0,62.0
K. Cissé,CM,300000.0,55,69,18,1,Right,2,2,175,70,62.0,54.0,56.0,56.0,54.0,56.0
H. Douglas,"CB, CDM",275000.0,55,69,18,1,Right,3,2,188,80,65.0,25.0,44.0,48.0,53.0,63.0
H. Jaganjac,ST,300000.0,55,69,19,1,Right,3,2,192,86,58.0,55.0,38.0,52.0,30.0,63.0
R. Kohon,"CB, RB",275000.0,55,69,19,1,Right,3,2,187,74,57.0,30.0,41.0,40.0,57.0,55.0
R. Wikström,CB,300000.0,55,68,22,1,Right,3,2,186,73,65.0,29.0,42.0,46.0,56.0,58.0
A. Pavlesic,GK,275000.0,55,68,20,1,Right,2,1,189,87,,,,,,
K. Ødven,CM,300000.0,55,68,21,1,Right,2,2,175,65,65.0,48.0,53.0,62.0,46.0,45.0
R. Hamed,"CB, RB",300000.0,55,68,21,1,Right,3,2,180,75,62.0,27.0,45.0,49.0,54.0,63.0
C. Slicker,GK,275000.0,55,68,20,1,Right,2,1,191,82,,,,,,
N. Benalcazar,"CB, RB",300000.0,55,68,22,1,Right,2,2,180,77,56.0,31.0,36.0,38.0,55.0,61.0
C. Johnson,CM,300000.0,55,68,18,1,Right,3,2,176,73,68.0,47.0,54.0,58.0,48.0,51.0
M. Thompson,GK,250000.0,55,68,18,1,Right,3,1,188,78,,,,,,
V. Widell,RB,300000.0,55,68,20,1,Right,3,2,179,72,67.0,37.0,46.0,52.0,50.0,57.0
C. Bucuroiu,"RW, LW, CAM",300000.0,55,68,19,1,Right,2,2,177,60,73.0,51.0,47.0,59.0,25.0,42.0
S. Hodza,"RWB, RM",300000.0,55,68,20,1,Right,2,2,178,71,64.0,46.0,54.0,53.0,50.0,48.0
J. Åhstedt,"LWB, CB",275000.0,55,68,19,1,Left,3,2,180,72,65.0,33.0,45.0,57.0,48.0,54.0
M. Roberts,GK,275000.0,55,68,21,1,Right,3,1,193,82,,,,,,
M. Trengereid,"LB, CDM",275000.0,55,68,19,1,Right,3,2,175,68,63.0,34.0,48.0,53.0,50.0,51.0
D. Doudaev,CB,275000.0,55,68,19,1,Right,3,2,185,75,65.0,22.0,41.0,43.0,53.0,60.0
S. Gałązka,CAM,300000.0,55,68,17,1,Right,3,2,178,65,61.0,41.0,58.0,57.0,38.0,43.0
A. Pantazopoulos,"CB, LB",275000.0,55,68,20,1,Right,5,2,185,81,66.0,34.0,45.0,47.0,53.0,65.0
T. Chapman,CAM,300000.0,55,68,18,1,Right,3,3,178,74,75.0,47.0,52.0,59.0,33.0,48.0
A. N'Doye,"LB, LWB",275000.0,55,68,19,1,Left,3,2,175,70,70.0,38.0,49.0,54.0,50.0,55.0
E. Tepecik,CAM,300000.0,55,68,19,1,Left,3,2,174,68,62.0,44.0,58.0,58.0,43.0,40.0
R. Warland,"CB, LWB",275000.0,55,67,20,1,Right,4,2,184,76,67.0,21.0,36.0,40.0,56.0,64.0
A. Henry,CM,300000.0,55,67,19,1,Right,3,2,175,65,65.0,47.0,53.0,55.0,47.0,48.0
R. Cronvall,ST,325000.0,55,67,21,1,Right,3,2,175,65,72.0,56.0,41.0,53.0,20.0,45.0
F. Brancolini,GK,275000.0,55,67,21,1,Right,1,1,192,78,,,,,,
K. Ngwenya,"LWB, LB",300000.0,55,67,20,1,Left,3,2,183,71,70.0,34.0,43.0,52.0,53.0,58.0
J. Wills,GK,275000.0,55,67,20,1,Right,1,1,191,64,,,,,,
C. Smith,"RB, RM",275000.0,55,67,19,1,Right,2,2,178,78,71.0,37.0,45.0,50.0,51.0,55.0
Park Chang Woo,RB,300000.0,55,67,20,1,Right,3,2,178,69,59.0,37.0,45.0,54.0,50.0,52.0
L. Holzman,CB,275000.0,55,67,19,1,Right,2,2,186,76,59.0,25.0,31.0,38.0,56.0,59.0
B. Ihionvien,ST,300000.0,55,67,19,1,Left,2,2,190,82,78.0,53.0,40.0,52.0,24.0,62.0
B. Radcliffe,"CM, CB",300000.0,55,67,19,1,Right,3,2,184,68,66.0,45.0,51.0,54.0,55.0,65.0
S. Al Najdi,LB,300000.0,55,67,20,1,Left,3,2,178,61,65.0,25.0,39.0,49.0,53.0,59.0
F. Talley,GK,275000.0,55,67,20,1,Right,2,1,191,86,,,,,,
F. Quaglio,"LM, LW, ST",300000.0,55,67,19,1,Left,2,2,172,80,75.0,50.0,43.0,54.0,30.0,52.0
A. Bonetig,"CB, CDM",275000.0,55,67,20,1,Left,3,2,187,80,62.0,29.0,43.0,48.0,52.0,67.0
J. Sticker,"RWB, RB",275000.0,55,67,19,1,Right,2,2,183,74,63.0,28.0,48.0,46.0,51.0,54.0
S. Ube,GK,250000.0,55,67,18,1,Right,2,1,170,68,,,,,,
J. Thomas,ST,300000.0,55,67,20,1,Right,3,2,172,68,80.0,54.0,41.0,55.0,26.0,52.0
E. Bilsel,"LM, ST",300000.0,55,67,19,1,Right,3,2,175,62,66.0,47.0,50.0,60.0,29.0,38.0
A. Malatyalı,RB,275000.0,55,67,19,1,Right,3,2,180,73,70.0,33.0,38.0,58.0,53.0,54.0
Alex Ruiz,GK,275000.0,55,67,22,1,Right,3,1,184,76,,,,,,
L. Grob,"CDM, CM",250000.0,55,66,20,1,Right,3,2,181,69,71.0,51.0,49.0,58.0,51.0,57.0
L. Webb,GK,250000.0,55,66,21,1,Right,2,1,185,76,,,,,,
A. Majok,ST,275000.0,55,66,20,1,Right,2,3,182,70,79.0,52.0,43.0,56.0,29.0,58.0
L. Bolay,"LB, LM",275000.0,55,66,20,1,Left,3,2,176,73,68.0,38.0,48.0,54.0,49.0,43.0
A. Al Sanbi,GK,250000.0,55,66,22,1,Right,3,1,184,74,,,,,,
J. Sraha,CB,250000.0,55,66,20,1,Left,2,2,196,88,65.0,25.0,35.0,38.0,55.0,67.0
K. Al Absi,"LM, LW, RM",275000.0,55,66,22,1,Right,3,2,171,63,75.0,46.0,48.0,56.0,29.0,47.0
J. Amissah,GK,250000.0,55,66,21,1,Right,2,1,198,97,,,,,,
C. Ward,"CAM, CDM, CB",275000.0,55,66,19,1,Right,3,2,178,66,70.0,53.0,54.0,56.0,52.0,54.0
M. Al Yami,"CDM, CB",275000.0,55,66,21,1,Right,3,2,178,69,70.0,33.0,45.0,50.0,53.0,68.0
H. Idasiak,GK,250000.0,55,66,21,1,Right,3,1,188,82,,,,,,
F. Azzkoul,GK,250000.0,55,66,22,1,Right,2,1,182,65,,,,,,
A. Rodriguez,CM,275000.0,55,66,20,1,Right,3,2,178,69,59.0,46.0,54.0,59.0,53.0,48.0
J. Gottmeier,LM,275000.0,55,66,19,1,Right,3,2,171,62,66.0,42.0,52.0,59.0,29.0,49.0
L. Shala,GK,230000.0,55,66,18,1,Left,2,1,189,82,,,,,,
N. Van Attenhoven,GK,240000.0,55,66,20,1,Left,2,1,187,65,,,,,,
Wang Xianjun,CB,250000.0,55,65,23,1,Right,2,2,188,80,67.0,37.0,48.0,50.0,52.0,59.0
O. van Hattum,"ST, RW, RB",275000.0,55,65,21,1,Right,2,2,183,78,83.0,53.0,43.0,57.0,39.0,65.0
H. Sulte,GK,250000.0,55,65,21,1,Right,2,1,201,89,,,,,,
S. Taylor,ST,275000.0,55,65,18,1,Right,3,2,178,70,69.0,56.0,35.0,54.0,17.0,48.0
D. Kaya,GK,240000.0,55,65,23,1,Right,2,1,191,83,,,,,,
Lalchungnunga,"CB, RB, LB",275000.0,55,65,22,1,Right,4,2,183,75,71.0,28.0,40.0,44.0,54.0,67.0
J. Castro,GK,240000.0,55,65,23,1,Right,2,1,193,86,,,,,,
K. Balmer,CB,275000.0,55,65,22,1,Right,3,2,183,80,64.0,31.0,41.0,46.0,54.0,61.0
A. Auglah,"RM, LM, ST",275000.0,55,65,21,1,Left,3,3,175,70,73.0,49.0,48.0,58.0,31.0,53.0
A. Wells,"CB, CDM, LB",250000.0,55,65,20,1,Left,3,2,184,75,54.0,28.0,44.0,46.0,54.0,64.0
M. Arfsten,"RM, LM",275000.0,55,65,22,1,Left,3,2,185,78,65.0,54.0,44.0,56.0,34.0,58.0
J. Romero,ST,275000.0,55,65,22,1,Right,3,2,179,67,61.0,56.0,40.0,53.0,20.0,50.0
M. Schneider,"CDM, CM",275000.0,55,65,22,1,Right,3,2,187,83,63.0,44.0,49.0,54.0,51.0,67.0
L. Lüthi,CB,250000.0,55,65,19,1,Right,2,2,187,85,53.0,30.0,37.0,42.0,54.0,64.0
D. Winkler,CB,250000.0,55,65,20,1,Left,3,2,189,79,65.0,24.0,41.0,38.0,55.0,59.0
R. Sithole,"ST, RW, LW",275000.0,55,65,18,1,Right,2,2,183,79,86.0,53.0,46.0,52.0,31.0,60.0
C. Pegrum,RM,275000.0,55,65,18,1,Right,3,2,170,67,70.0,43.0,49.0,57.0,36.0,40.0
E. Frøysa,"CB, RB, CDM",275000.0,55,65,22,1,Right,3,2,194,81,64.0,28.0,34.0,35.0,56.0,63.0
M. Ilie,CB,250000.0,55,65,20,1,Left,2,2,185,75,64.0,29.0,34.0,43.0,57.0,58.0
N. Blasucci,ST,275000.0,55,64,23,1,Right,2,2,175,67,58.0,54.0,42.0,60.0,23.0,35.0
L. Duzel,"CM, ST",275000.0,55,64,21,1,Right,3,2,182,71,68.0,40.0,52.0,58.0,43.0,48.0
Min Dong Hwan,GK,250000.0,55,64,22,1,Left,3,1,187,78,,,,,,
D. Norris,"LM, LB",275000.0,55,64,20,1,Left,4,3,177,65,64.0,50.0,49.0,58.0,42.0,50.0
R. Byrne,GK,240000.0,55,64,20,1,Right,3,1,180,80,,,,,,
K. Nassiri,ST,275000.0,55,64,22,1,Right,3,2,174,65,68.0,56.0,46.0,59.0,21.0,50.0
B. Bilongo,LB,275000.0,55,64,21,1,Left,3,2,180,62,64.0,29.0,33.0,49.0,54.0,48.0
E. Iwe,LM,275000.0,55,64,22,1,Left,2,2,178,69,69.0,52.0,49.0,54.0,26.0,52.0
L. Thomas,GK,250000.0,55,64,21,1,Right,2,1,188,83,,,,,,
I. Gavilán,"LM, RM",275000.0,55,64,20,1,Left,3,3,171,67,64.0,54.0,50.0,57.0,26.0,41.0
J. Krzywański,GK,240000.0,55,64,20,1,Right,2,1,189,85,,,,,,
R. Tănasă,LW,275000.0,55,64,20,1,Right,2,3,175,72,74.0,44.0,54.0,56.0,43.0,50.0
S. Al Saleem,"CDM, LB",275000.0,55,64,23,1,Left,3,2,165,62,64.0,31.0,51.0,55.0,53.0,54.0
J. Otero,GK,240000.0,55,64,20,1,Right,2,1,198,80,,,,,,
J. Shepherd,CB,275000.0,55,64,22,1,Left,3,2,189,83,61.0,25.0,37.0,37.0,55.0,64.0
A. Friday,"RW, CAM",275000.0,55,64,20,1,Right,4,3,174,72,82.0,53.0,42.0,59.0,25.0,49.0
Rubén de Gea,GK,240000.0,55,64,23,1,Right,3,1,193,81,,,,,,
Diego Campo,"CAM, LM, CM",275000.0,55,64,21,1,Left,5,3,176,65,65.0,46.0,57.0,54.0,46.0,54.0
Zhao Jianfei,"CB, RB, CDM",250000.0,55,63,24,1,Right,3,2,184,80,69.0,25.0,33.0,45.0,54.0,63.0
He Zhenyu,"RW, ST",275000.0,55,63,22,1,Right,2,3,181,85,78.0,54.0,47.0,57.0,22.0,49.0
K. Ledwidge,"CB, LWB",275000.0,55,63,22,1,Left,2,2,177,73,69.0,31.0,45.0,54.0,54.0,57.0
J. Singh,"CDM, CM, CB",275000.0,55,63,22,1,Right,3,2,169,68,77.0,42.0,50.0,55.0,53.0,64.0
Valpuia,CB,250000.0,55,63,23,1,Right,2,2,178,69,60.0,27.0,36.0,36.0,53.0,70.0
J. Corcoran,GK,250000.0,55,63,21,1,Right,3,1,181,73,,,,,,
I. Parente,CAM,275000.0,55,63,23,1,Right,3,2,178,68,56.0,43.0,57.0,61.0,45.0,43.0
S. Stalin,"LB, RB",275000.0,55,63,22,1,Left,3,2,166,60,66.0,26.0,45.0,51.0,51.0,57.0
M. Al Aqel,"RM, LM, ST",275000.0,55,63,23,1,Right,3,2,182,71,71.0,52.0,46.0,57.0,24.0,54.0
J. Gale,ST,275000.0,55,63,21,1,Right,3,3,192,83,67.0,52.0,47.0,54.0,36.0,69.0
D. Teves,RM,275000.0,55,63,23,1,Right,3,2,172,63,66.0,51.0,50.0,56.0,44.0,46.0
M. Tollefsen,GK,240000.0,55,63,23,1,Right,2,1,187,79,,,,,,
T. Chatelain,GK,240000.0,55,63,23,1,Right,2,1,187,75,,,,,,
J. Egan,CB,250000.0,55,63,20,1,Right,3,2,185,82,52.0,27.0,40.0,41.0,54.0,67.0
J. Hofmann,RB,275000.0,55,63,21,1,Right,3,2,177,75,67.0,33.0,42.0,52.0,50.0,56.0
O. Jabang,"CB, CDM",275000.0,55,63,22,1,Right,2,2,187,73,63.0,28.0,41.0,49.0,54.0,64.0
G. Vivi,CAM,275000.0,55,63,22,1,Right,4,3,173,68,67.0,52.0,52.0,59.0,29.0,43.0
J. ter Horst,CB,275000.0,55,63,21,1,Right,3,2,180,72,63.0,21.0,35.0,34.0,56.0,61.0
E. Rastoder,ST,275000.0,55,63,21,1,Right,3,2,191,89,58.0,57.0,39.0,51.0,20.0,55.0
A. Horaisi,"LW, RW",275000.0,55,63,22,1,Left,4,2,173,70,72.0,46.0,48.0,62.0,36.0,54.0
P. Jouan,CM,275000.0,55,63,21,1,Right,3,2,175,63,63.0,40.0,56.0,57.0,55.0,50.0
Wang Jiahao,RW,250000.0,55,62,23,1,Right,3,3,176,65,69.0,51.0,50.0,59.0,29.0,40.0
F. Al Ghamdi,"RM, CAM",250000.0,55,62,23,1,Right,3,2,168,63,73.0,48.0,50.0,54.0,48.0,53.0
M. Harris,GK,220000.0,55,62,23,1,Right,3,1,188,78,,,,,,
Kim Ji Hoon,"RWB, RB",240000.0,55,62,23,1,Right,3,2,177,70,61.0,28.0,39.0,50.0,55.0,50.0
P. Rebello,"CDM, CM",240000.0,55,62,24,1,Right,3,2,171,58,62.0,43.0,49.0,60.0,50.0,58.0
L. Simper,"CDM, CM",240000.0,55,62,21,1,Left,3,2,181,68,66.0,47.0,53.0,57.0,49.0,54.0
C. Harris,LM,250000.0,55,62,23,1,Right,2,2,183,73,67.0,52.0,45.0,59.0,33.0,56.0
Niu Ziyi,"LB, CB",240000.0,55,62,23,1,Right,3,2,183,79,62.0,28.0,39.0,50.0,53.0,67.0
G. Cooper,CB,230000.0,55,62,20,1,Right,2,2,188,83,63.0,37.0,44.0,48.0,54.0,60.0
V. Barretto,"RM, LM",250000.0,55,62,23,1,Right,3,2,170,57,88.0,46.0,48.0,57.0,24.0,47.0
H. Al Mohammed,"CDM, CM",240000.0,55,62,24,1,Right,3,3,177,69,63.0,41.0,47.0,53.0,50.0,70.0
W. Richmond,LM,250000.0,55,62,23,1,Right,4,2,178,77,70.0,42.0,48.0,60.0,24.0,52.0
E. Pye,CB,230000.0,55,62,20,1,Left,3,2,183,81,66.0,24.0,35.0,42.0,55.0,64.0
B. Miranda,LM,250000.0,55,62,23,1,Left,4,2,175,70,80.0,48.0,47.0,56.0,36.0,59.0
T. Oluwaseyi,"ST, RW",250000.0,55,62,23,1,Right,4,3,188,77,76.0,56.0,40.0,52.0,29.0,53.0
E. Corvi,GK,220000.0,55,62,22,1,Left,1,1,183,70,,,,,,
C. Asensio,"LB, LM",240000.0,55,62,23,1,Left,2,2,170,68,62.0,33.0,56.0,53.0,47.0,51.0
M. Seybold,GK,220000.0,55,62,21,1,Right,2,1,190,85,,,,,,
C. Mandas,GK,220000.0,55,62,21,1,Right,3,1,189,73,,,,,,
O. Byrne,GK,160000.0,55,61,25,1,Left,3,1,188,81,,,,,,
M. Al Baqawi,GK,160000.0,55,61,25,1,Left,2,1,180,73,,,,,,
C. Kavanagh,ST,200000.0,55,61,20,1,Right,3,2,191,69,63.0,51.0,50.0,53.0,25.0,64.0
F. Bekleviç,GK,160000.0,55,61,24,1,Right,2,1,192,73,,,,,,
Y. Boyar,GK,160000.0,55,61,24,1,Right,3,1,190,79,,,,,,
S. Brennan,"CM, CAM, CDM",200000.0,55,61,21,1,Right,4,3,170,67,67.0,47.0,56.0,58.0,48.0,53.0
S. Garzón,ST,200000.0,55,61,24,1,Right,3,2,175,68,63.0,56.0,40.0,53.0,20.0,44.0
J. Klein,RM,200000.0,55,61,23,1,Right,3,2,170,63,64.0,53.0,51.0,59.0,26.0,38.0
J. Al Yami,"CDM, CM",180000.0,55,61,24,1,Right,3,2,177,68,60.0,39.0,49.0,53.0,53.0,55.0
A. Al Qahtani,"LM, RM",190000.0,55,60,24,1,Left,4,2,176,77,68.0,51.0,50.0,56.0,24.0,50.0
M. Ozga,CB,170000.0,55,60,23,1,Right,2,2,182,70,63.0,25.0,42.0,49.0,55.0,60.0
C. Bargary,RM,190000.0,55,60,22,1,Right,3,3,178,69,69.0,48.0,48.0,56.0,46.0,60.0
R. Kumar,"CDM, CM",170000.0,55,60,26,1,Right,3,2,183,75,54.0,44.0,49.0,55.0,50.0,67.0
M. Al Mahasna,GK,150000.0,55,60,26,1,Right,3,1,180,71,,,,,,
M. Naif,"LM, RM, ST",190000.0,55,60,24,1,Right,3,2,180,68,73.0,49.0,52.0,54.0,31.0,49.0
K. Al Subaie,LB,180000.0,55,60,23,1,Left,3,2,170,70,71.0,43.0,46.0,54.0,47.0,58.0
B. House,GK,140000.0,55,59,24,1,Right,3,1,183,70,,,,,,
A. Hawsawi,GK,140000.0,55,59,26,1,Right,3,1,186,86,,,,,,
M. Al Ghamdi,GK,140000.0,55,59,25,1,Right,3,1,186,70,,,,,,
Lee Geon Hee,ST,180000.0,55,59,25,1,Right,3,2,187,79,54.0,56.0,38.0,49.0,21.0,59.0
T. Fadahunsi,ST,180000.0,55,59,23,1,Right,2,2,173,74,67.0,56.0,44.0,58.0,19.0,60.0
M. Uvais,"LB, RB, CB",170000.0,55,59,24,1,Left,4,2,182,82,63.0,34.0,38.0,48.0,54.0,66.0
J. Häkkinen,CB,160000.0,55,59,24,1,Right,2,2,186,84,46.0,32.0,38.0,42.0,56.0,58.0
G. Singh,"CDM, CM",150000.0,55,58,27,1,Right,4,2,175,65,67.0,43.0,51.0,54.0,49.0,65.0
Yao Daogang,"CDM, CM",150000.0,55,58,25,1,Right,2,2,174,71,61.0,31.0,39.0,47.0,58.0,61.0
R. Solan,"RB, RW",150000.0,55,58,25,1,Right,2,2,170,66,80.0,48.0,46.0,60.0,46.0,53.0
D. Keane,"CDM, CM, CAM",160000.0,55,58,24,1,Right,3,2,180,76,66.0,50.0,50.0,58.0,51.0,65.0
M. Byrne,"CAM, RM",180000.0,55,58,22,1,Right,3,3,178,74,59.0,46.0,55.0,57.0,37.0,50.0
L. Dennison,GK,130000.0,55,58,26,1,Right,2,1,193,84,,,,,,
L. Healy,GK,130000.0,55,58,23,1,Right,3,1,180,80,,,,,,
S. Bitsindou,"CDM, CB",150000.0,55,58,27,1,Right,2,2,191,82,43.0,36.0,51.0,50.0,52.0,59.0
H. Kasimu,ST,170000.0,55,58,25,1,Left,2,2,175,70,72.0,54.0,38.0,56.0,25.0,63.0
A. Adeyemo,"ST, CAM",170000.0,55,58,24,1,Right,3,2,183,78,68.0,56.0,41.0,54.0,19.0,58.0
Y. Al Aqeel,LB,150000.0,55,58,26,1,Left,3,2,173,67,65.0,29.0,43.0,43.0,52.0,62.0
A. Al Enazi,"CM, RM",170000.0,55,58,25,1,Right,4,2,172,69,67.0,35.0,55.0,60.0,47.0,56.0
D. Noone,"CDM, RB",140000.0,55,57,26,1,Right,3,2,185,78,52.0,48.0,52.0,53.0,54.0,55.0
L. Wade-Slater,RM,160000.0,55,57,25,1,Right,2,2,180,70,66.0,51.0,53.0,56.0,50.0,59.0
